scientific_name,park_name,observations,category,common_names,conservation_status
Euphorbia crenulata,Yosemite National Park,161,Vascular Plant,"Chinese Caps, Chinesecaps",
Commelina erecta,Great Smoky Mountains National Park,62,Vascular Plant,"Erect Dayflower, Slender Dayflower",
Sagittaria latifolia var. pubescens,Yosemite National Park,117,Vascular Plant,Broad-Leaved Arrowhead,
Setophaga discolor,Yellowstone National Park,260,Bird,Prairie Warbler,
Lupinus nanus,Great Smoky Mountains National Park,24,Vascular Plant,"Annual Lupine, Sky Lupine",
Poa palustris,Yellowstone National Park,226,Vascular Plant,"Fowl Bluegrass, Marsh Bluegrass",
Poa palustris,Yellowstone National Park,226,Vascular Plant,"Fowl Blue Grass, Fowl Bluegrass",
Vaccinium fuscatum,Yosemite National Park,123,Vascular Plant,Black Highbush Blueberry,
Salix humilis var. humilis,Yellowstone National Park,218,Vascular Plant,Prairie Willow,
Epilobium ciliatum ssp. ciliatum,Yellowstone National Park,238,Vascular Plant,Willow-Herb,
Epilobium ciliatum ssp. ciliatum,Yellowstone National Park,238,Vascular Plant,"Coast Willowweed, Fringed Willowherb",
Veronica biloba,Great Smoky Mountains National Park,73,Vascular Plant,"Bilobed Speedwell, Twolobe Speedwell, Twolobed Speedwell",
Astragalus cicer,Great Smoky Mountains National Park,87,Vascular Plant,"Chickpea Milkvetch, Cicer Milkvetch",
Viola orbiculata,Great Smoky Mountains National Park,93,Vascular Plant,Darkwoods Violet,
Carex squarrosa,Great Smoky Mountains National Park,64,Vascular Plant,"Round-Headed Sedge, Squarrose Sedge",
Salix geyeriana,Yosemite National Park,158,Vascular Plant,Geyer's Willow,
Sorex hoyi,Yellowstone National Park,287,Mammal,Pygmy Shrew,
Sorex hoyi,Yellowstone National Park,287,Mammal,"American Pygmy Shrew, Pygmy Shrew",
Neotoma floridana,Yosemite National Park,117,Mammal,Eastern Woodrat,
Dichanthelium linearifolium,Yellowstone National Park,242,Vascular Plant,Panic Grass,
Lunaria annua,Bryce National Park,82,Vascular Plant,"Annual Honesty, Moneyplant",
Lunaria annua,Bryce National Park,82,Vascular Plant,Annual Honesty,
Meleagris gallopavo,Bryce National Park,127,Bird,Wild Turkey,
Prunus serotina,Yosemite National Park,148,Vascular Plant,"Black Cherry, Wild Black Cherry",
Raphanus raphanistrum,Bryce National Park,93,Vascular Plant,Wild Radish,
Mimulus breweri,Yosemite National Park,113,Vascular Plant,Brewer's Monkeyflower,
Dendroica striata,Bryce National Park,110,Bird,Blackpoll Warbler,
Geothlypis tolmiei,Bryce National Park,67,Bird,Macgillivray's Warbler,
Hedwigia ciliata,Yosemite National Park,138,Nonvascular Plant,Ciliate Hedwigia Moss,
Thryomanes bewickii,Bryce National Park,80,Bird,Bewick's Wren,
Erigeron corymbosus,Yosemite National Park,160,Vascular Plant,Longleaf Fleabane,
Polygonum amphibium var. emersum,Great Smoky Mountains National Park,58,Vascular Plant,Knotweed,
Polygonum amphibium var. emersum,Great Smoky Mountains National Park,58,Vascular Plant,"Colored Smartweed, Devil's Shoestring, Longroot Smartweed, Swamp Smartweed, Tanweed",
Lysimachia lanceolata,Yosemite National Park,132,Vascular Plant,"Lance-Leaf Loosestrife, Narrow-Leaved Loosestrife",
Huperzia selago var. densa,Yosemite National Park,118,Vascular Plant,Fir Clubmoss,
Descurainia californica,Bryce National Park,107,Vascular Plant,"Sierra Tansymustard, Sierran Tansy Mustard, Sierran Tansymustard",
Phacelia hastata var. hastata,Bryce National Park,134,Vascular Plant,"Silverleaf Phacelia, Silver-Leaf Scorpion-Weed",
Dryopteris campyloptera,Great Smoky Mountains National Park,40,Vascular Plant,"Mountain Wood Fern, Mountain Wood-Fern",
Castilleja lacera,Yosemite National Park,180,Vascular Plant,Cutleaf Indian Paintbrush,
Chamaesyce nutans,Great Smoky Mountains National Park,60,Vascular Plant,Eyebane,
Chionanthus virginicus,Yosemite National Park,175,Vascular Plant,"Fringe Tree, Fringe-Tree",
Sisyrinchium angustifolium,Bryce National Park,117,Vascular Plant,"Blue-Eyed Grass, Pointed Blue-Eyed-Grass",
Lomatium dissectum var. multifidum,Yellowstone National Park,244,Vascular Plant,Carrotleaf Biscuitroot,
Calamagrostis rubescens,Great Smoky Mountains National Park,71,Vascular Plant,Pinegrass,
Gayophytum humile,Great Smoky Mountains National Park,101,Vascular Plant,"Dwarf Groundsmoke, Low Groundsmoke",
Saxifraga cespitosa,Yellowstone National Park,226,Vascular Plant,"Tufted Alpine Saxifrage, Tufted Saxifrage",
Ranunculus macounii,Yosemite National Park,139,Vascular Plant,Macoun's Buttercup,
Amphicarpaea bracteata,Great Smoky Mountains National Park,106,Vascular Plant,"American Hog-Peanut, Hog-Peanut",
Amelanchier arborea,Bryce National Park,87,Vascular Plant,"Downy Serviceberry, Hairy-Leaf Shadbush",
Carex integra,Yosemite National Park,134,Vascular Plant,"Smoothbead Sedge, Smoothbeak Sedge",
Datura stramonium,Yosemite National Park,127,Vascular Plant,Jimson Weed,
Ranunculus harveyi,Great Smoky Mountains National Park,39,Vascular Plant,Harvey's Buttercup,
Hieracium pilosella,Yellowstone National Park,244,Vascular Plant,"Mouseear, Mouse-Ear Hawkweed",
Huperzia selago var. selago,Yellowstone National Park,281,Vascular Plant,Fir Clubmoss,
Scirpus purshianus,Yosemite National Park,140,Vascular Plant,"Bulrush, Weakstalk Bulrush",
Phalacrocorax auritus,Yellowstone National Park,218,Bird,Double-Crested Cormorant,Species of Concern
Heracleum maximum,Yellowstone National Park,265,Vascular Plant,Common Cowparsnip,
Elymus trachycaulus var. trachycaulus,Great Smoky Mountains National Park,77,Vascular Plant,"Bearded Wheatgrass, Rye Grass, Slender Wheatgrass, Wheatgrass",
Phacelia vallicola,Bryce National Park,113,Vascular Plant,Mariposa Phacelia,
Macrocoma sullivantii,Yellowstone National Park,228,Nonvascular Plant,Sullivant's Macrocoma Moss,
Polygonum caespitosum var. longisetum,Bryce National Park,105,Vascular Plant,"Oriental Lady's Thumb, Oriental Ladysthumb",
Rhus glabra,Great Smoky Mountains National Park,63,Vascular Plant,Smooth Sumac,
Melothria pendula,Great Smoky Mountains National Park,54,Vascular Plant,"Creeping Cucumber, Melonette",
Botrychium oneidense,Yellowstone National Park,260,Vascular Plant,Blunt-Lobed Grape Fern,
Anelsonia eurycarpa,Bryce National Park,113,Vascular Plant,"Broad Pod Anelsonia, Daggerpod",
Carex sartwelliana,Great Smoky Mountains National Park,59,Vascular Plant,Yosemite Sedge,
Salix sericea,Yellowstone National Park,263,Vascular Plant,Silky Willow,
Astragalus alpinus,Yellowstone National Park,252,Vascular Plant,Alpine Milkvetch,
Pyrus,Great Smoky Mountains National Park,77,Vascular Plant,Pear,
Chaenactis glabriuscula var. glabriuscula,Yellowstone National Park,252,Vascular Plant,Yellow Pincushion,
Carex gravida var. lunelliana,Bryce National Park,84,Vascular Plant,Heavy Sedge,
Platylomella lescurii,Yosemite National Park,123,Nonvascular Plant,Lescur's Platylomella Moss,
Festuca arundinacea,Bryce National Park,98,Vascular Plant,"Alta Fescue, Coarse Fescue, Reed Fescue, Tall Fescue",
Lolium perenne,Yosemite National Park,156,Vascular Plant,Perennial Ryegrass,
Lolium perenne,Yosemite National Park,156,Vascular Plant,"Italian Ryegrass, Perennial Rye Grass, Perennial Ryegrass",
Lindernia dubia,Yosemite National Park,151,Vascular Plant,"Moistbank Pimpernel, Yellow-Seed False-Pimpernel",
Lindernia dubia,Yosemite National Park,151,Vascular Plant,"Moistbank Pimpernel, Shortstalk Lindernia, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",
Mnium thomsonii,Great Smoky Mountains National Park,94,Nonvascular Plant,Thomson's Calcareous Moss,
Fraxinus americana,Bryce National Park,100,Vascular Plant,White Ash,
Malva pusilla,Bryce National Park,106,Vascular Plant,Low Mallow,
Arabis laevigata,Great Smoky Mountains National Park,50,Vascular Plant,Smooth Rockcress,
Chordeiles minor,Yellowstone National Park,273,Bird,Common Nighthawk,
Carex albicans var. emmonsii,Yellowstone National Park,259,Vascular Plant,"Emmons Sedge, Sedge",
Bidens tripartita,Yosemite National Park,126,Vascular Plant,"Stick-Tight, Three-Lobe Beggar-Ticks",
Bidens tripartita,Yosemite National Park,126,Vascular Plant,"Threelobe Beggarticks, Three-Lobe Beggarticks",
Chasmanthium laxum,Bryce National Park,100,Vascular Plant,Slender Woodoats,
Marmota flaviventris,Bryce National Park,81,Mammal,Yellow-Bellied Marmot,
Gymnorhinus cyanocephalus,Bryce National Park,108,Bird,Pinyon Jay,Species of Concern
Gamochaeta purpurea,Bryce National Park,71,Vascular Plant,Purple Cudweed,
Salix brachycarpa,Bryce National Park,91,Vascular Plant,"Barrenground Willow, Shortfruit Willow",
Viola striata,Yellowstone National Park,265,Vascular Plant,"Pale Violet, Striped Violet",
Platystemon californicus,Yellowstone National Park,261,Vascular Plant,"California Creamcups, Creamcups",
Charadrius vociferus,Bryce National Park,84,Bird,Killdeer,
Blindia acuta,Bryce National Park,87,Nonvascular Plant,Acute Blindia Moss,
Platanthera psycodes,Bryce National Park,111,Vascular Plant,"Small Purple-Fringe Orchis, Small Purple-Fringed Orchid",
Ambystoma maculatum,Great Smoky Mountains National Park,51,Amphibian,Spotted Salamander,
Sorbus sitchensis var. grayi,Bryce National Park,96,Vascular Plant,Western Mountain-Ash,
Astragalus australis var. glabriusculus,Great Smoky Mountains National Park,68,Vascular Plant,Aboriginal Milkvetch,
Sisymbrium loeselii,Yellowstone National Park,227,Vascular Plant,"False London Rocket, Small Tumbleweed Mustard, Tall Hedgemustard, Tallhedge Mustard",
Kummerowia stipulacea,Yellowstone National Park,237,Vascular Plant,Korean Bush-Clover,
Bromus japonicus,Yosemite National Park,166,Vascular Plant,"Japanese Brome, Japanese Chess",
Bromus japonicus,Yosemite National Park,166,Vascular Plant,"Japanese Brome, Japanese Bromegrass, Japanese Chess",
Magnolia fraseri,Yellowstone National Park,227,Vascular Plant,Fraser Magnolia,
Carex normalis,Bryce National Park,101,Vascular Plant,"A Sedge, Sedge",
Phenacobius uranops,Great Smoky Mountains National Park,50,Fish,Stargazing Minnow,
Cuscuta californica var. breviflora,Great Smoky Mountains National Park,101,Vascular Plant,"California Dodder, Chaparral Dodder, Western Dodder",
Veronica wormskjoldii,Yosemite National Park,158,Vascular Plant,American Alpine Speedwell,
Potentilla glandulosa ssp. hansenii,Yellowstone National Park,254,Vascular Plant,Hansen's Cinquefoil,
Racomitrium microcarpon,Bryce National Park,89,Nonvascular Plant,Racomitrium Moss,
Limosella aquatica,Yosemite National Park,133,Vascular Plant,"Awlleaf Mudwort, Awl-Leaf Mudwort, Northern Mudwort, Water Mudwort",
Erimonax monachus,Great Smoky Mountains National Park,18,Fish,Spotfin Chub,Threatened
Ochotona princeps,Yosemite National Park,175,Mammal,"American Pika, Pika",
Ochotona princeps,Yosemite National Park,175,Mammal,Pika,
Petrochelidon pyrrhonota,Yellowstone National Park,266,Bird,Cliff Swallow,
Petrochelidon pyrrhonota,Yellowstone National Park,266,Bird,"American Cliff Swallow, Cliff Swallow",
Castilleja densiflora ssp. densiflora,Yosemite National Park,171,Vascular Plant,Denseflower Indian Paintbrush,
Triglochin maritima,Yellowstone National Park,231,Vascular Plant,"Arrow-Grass, Seaside Arrowgrass",
Astragalus canadensis var. brevidens,Great Smoky Mountains National Park,90,Vascular Plant,Shorttooth Canadian Milkvetch,
Carex preslii,Yellowstone National Park,296,Vascular Plant,Presl's Sedge,
Eleocharis parishii,Yellowstone National Park,271,Vascular Plant,"Parish Spikerush, Parish's Spikerush",
Cryptantha fendleri,Great Smoky Mountains National Park,80,Vascular Plant,"Fendler's Cryptantha, Sanddune Catseye, Sanddune Cryptantha",
Gentianopsis holopetala,Great Smoky Mountains National Park,91,Vascular Plant,"Sierra Fringed Gentian, Sierra Gentian",
Elaeagnus angustifolia,Yosemite National Park,157,Vascular Plant,Russian Olive,
Viburnum nudum var. cassinoides,Yosemite National Park,119,Vascular Plant,"Northern Wild-Raisin, Wild Raisin",
Scutellaria incana var. incana,Bryce National Park,90,Vascular Plant,Hoary Skullcap,
Frangula caroliniana,Yosemite National Park,130,Vascular Plant,Carolina Buckthorn,
Tetradymia spinosa,Yellowstone National Park,239,Vascular Plant,"Shortspine Horsebrush, Spiny Horsebrush",
Herzogiella striatella,Yellowstone National Park,246,Nonvascular Plant,Herzogiella Moss,
Lasiurus cinereus,Great Smoky Mountains National Park,60,Mammal,Hoary Bat,
Lasiurus cinereus,Great Smoky Mountains National Park,60,Mammal,"Hoary Bat, Hoary Bat",
Linanthus ciliatus,Bryce National Park,81,Vascular Plant,"Bristlyleaf Linanthus, Whiskerbrush",
Torreya californica,Bryce National Park,91,Vascular Plant,"California Nutmeg, California Torreya",
Blephilia hirsuta,Yosemite National Park,185,Vascular Plant,"Hairy Woodmint, Woodmint",
Tamias senex,Great Smoky Mountains National Park,99,Mammal,"Allen's Chipmunk, Shadow Chipmunk",
Oxytropis sericea var. speciosa,Bryce National Park,126,Vascular Plant,White Locoweed,
Ulota crispa,Yosemite National Park,149,Nonvascular Plant,Ulota Moss,
Larus canus,Great Smoky Mountains National Park,68,Bird,Mew Gull,
Hexastylis shuttleworthii,Bryce National Park,92,Vascular Plant,"Large-Flowered Heartleaf, Spotted Little Brown Jugs",
Lupinus covillei,Great Smoky Mountains National Park,82,Vascular Plant,Shaggy Lupine,
Carex complanata,Bryce National Park,91,Vascular Plant,Blue Sedge,
Viola orbiculata,Bryce National Park,99,Vascular Plant,Darkwoods Violet,
Itea virginica,Great Smoky Mountains National Park,99,Vascular Plant,"Sweet-Spire, Tasselwhite, Virginia Willow",
Nemophila breviflora,Great Smoky Mountains National Park,94,Vascular Plant,"Baby Blueeyes, Basin Nemophila, Great Basin Blue-Eyes",
Hypnum pallescens,Yosemite National Park,171,Nonvascular Plant,Hypnum Moss,
Lactuca canadensis,Great Smoky Mountains National Park,71,Vascular Plant,"Canada Lettuce, Wild Lettuce",
Rorippa palustris ssp. palustris,Yosemite National Park,128,Vascular Plant,Bog Yellowcress,
Carex albursina,Yellowstone National Park,227,Vascular Plant,"A Sedge, Sedge",
Crataegus punctata,Bryce National Park,104,Vascular Plant,Round-Leaved Hawthorn,
Potentilla glandulosa,Yellowstone National Park,234,Vascular Plant,"Gland Cinquefoil, Sticky Cinquefoil",
Veronica anagallis-aquatica,Yosemite National Park,138,Vascular Plant,Brook-Pimpernell,
Veronica anagallis-aquatica,Yosemite National Park,138,Vascular Plant,"Blue Water Speedwell, Water Speedwell",
Solidago californica,Great Smoky Mountains National Park,89,Vascular Plant,California Goldenrod,
Diospyros virginiana,Yosemite National Park,145,Vascular Plant,Persimmon,
Spiranthes cernua,Yellowstone National Park,245,Vascular Plant,"Nodding Ladies'-Tresses, Nodding Lady's Tresses",
Sphenopholis obtusata,Yosemite National Park,149,Vascular Plant,"Blunt Sphenopholis, Prairie Wedgegrass",
Clematis hirsutissima var. hirsutissima,Great Smoky Mountains National Park,81,Vascular Plant,Hairy Clematis,
Cardaria chalapensis,Yosemite National Park,184,Vascular Plant,"Heartpod Hoarycress, Hoary Cress, Lens Podded Hoary Cress, Lenspod Whitetop, Lens-Podded Hoary Whitetop, Peppergrass, Whitetop, Whiteweed",
Allium hyalinum,Bryce National Park,106,Vascular Plant,Glassy Onion,
Fritillaria pudica,Yosemite National Park,165,Vascular Plant,"Yellow Bells, Yellow Fritillary, Yellow Missionbells, Yellowbells",
Draba albertina,Bryce National Park,88,Vascular Plant,"Arc Dome Draba, Slender Draba",
Subularia aquatica var. americana,Yosemite National Park,136,Vascular Plant,"American Awlwort, American Waterawlwort",
Catharus fuscescens,Yosemite National Park,170,Bird,Veery,
Xanthorhiza simplicissima,Yellowstone National Park,251,Vascular Plant,"Shrub Yellowroot, Shrubby Yellow-Root",
Helianthus glaucophyllus,Bryce National Park,101,Vascular Plant,Whiteleaf Sunflower,
Lessingia leptoclada,Yellowstone National Park,217,Vascular Plant,Sierra Lessingia,
Hamamelis virginiana,Great Smoky Mountains National Park,90,Vascular Plant,"American Witch-Hazel, Witch-Hazel",
Eriogonum spergulinum var. reddingianum,Bryce National Park,104,Vascular Plant,Redding Buckwheat,
Allium hyalinum,Great Smoky Mountains National Park,88,Vascular Plant,Glassy Onion,
Ribes cereum var. cereum,Yosemite National Park,160,Vascular Plant,"Wax Currant, White Squaw Currant",
Salix planifolia,Great Smoky Mountains National Park,75,Vascular Plant,"Diamondleaf Willow, Plainleaf Willow, Tea-Leaf Willow",
Lolium pratense,Great Smoky Mountains National Park,73,Vascular Plant,"Meadow Fescue, Meadow Ryegrass",
Ionactis alpina,Yellowstone National Park,245,Vascular Plant,"Crag Aster, Lava Aster",
Notropis spectrunculus,Yosemite National Park,112,Fish,Mirror Shiner,
Brickellia grandiflora,Bryce National Park,99,Vascular Plant,"Mountain Brickellbush, Tasselflower Brickellbush, Tasselflower Brickellia",
Ranunculus uncinatus,Bryce National Park,111,Vascular Plant,"Hooked Buttercup, Woodland Buttercup",
Hieracium floribundum,Great Smoky Mountains National Park,77,Vascular Plant,Yellow Devil Hawkweed,
Conyza canadensis,Yellowstone National Park,229,Vascular Plant,Horse-Weed,
Conyza canadensis,Yellowstone National Park,229,Vascular Plant,"Canada Horseweed, Canadian Horseweed, Horseweed, Horseweed Fleabane, Mares Tail, Marestail",
Galium asprellum,Yosemite National Park,156,Vascular Plant,Rough Bedstraw,
Melanitta deglandi,Great Smoky Mountains National Park,115,Bird,White-Winged Scoter,
Larus argentatus,Yellowstone National Park,226,Bird,"European Herring Gull, Herring Gull",
